date,asset_id,available,available_from,available_until,reason_unavailable
2023-08-26,TO020,YES,00:00,23:59,
2023-08-26,TO030,YES,00:00,23:59,
2023-08-26,TO223,YES,00:00,23:59,
2023-08-26,TO284,YES,00:00,23:59,
2023-08-27,BA066,YES,00:00,23:59,
2023-08-27,BA230,YES,00:00,23:59,
2023-08-27,DY017,YES,00:00,23:59,
2023-08-27,OH059,NO,,,Breakdown
2023-08-27,OH082,YES,00:00,23:59,
2023-08-27,OH134,YES,00:00,23:59,
2023-08-27,OH195,YES,00:00,23:59,
2023-08-27,OH298,YES,00:00,23:59,
2023-08-27,OH359,YES,00:00,23:59,
2023-08-27,OH362,YES,00:00,23:59,
2023-08-27,RA039,YES,00:00,23:59,
2023-08-27,RA043,YES,00:00,23:59,
2023-08-27,RA177,YES,00:00,23:59,
2023-08-27,RA198,YES,00:00,23:59,
2023-08-27,RA200,YES,00:00,23:59,
2023-08-27,RA231,NO,,,In Use Elsewhere
2023-08-27,RA238,YES,00:00,23:59,
2023-08-27,RA268,YES,00:00,23:59,
2023-08-27,TA027,YES,00:00,23:59,
2023-08-27,TA171,YES,00:00,23:59,
2023-08-27,TO032,YES,00:00,23:59,
2023-08-27,TO038,YES,00:00,23:59,
2023-08-27,TO100,YES,00:00,23:59,
2023-08-27,TO106,YES,00:00,23:59,
2023-08-27,TO350,YES,00:00,23:59,
2023-08-28,BA342,YES,00:00,23:59,
2023-08-28,DY014,YES,00:00,23:59,
2023-08-28,DY196,YES,00:00,23:59,
2023-08-28,DY369,YES,00:00,23:59,
2023-08-28,DY371,YES,00:00,23:59,
2023-08-28,OH026,YES,00:00,23:59,
2023-08-28,OH182,YES,00:00,23:59,
2023-08-28,OH338,YES,00:00,23:59,
2023-08-28,RA163,YES,00:00,23:59,
2023-08-28,RA168,YES,00:00,23:59,
2023-08-28,RA238,YES,00:00,23:59,
2023-08-28,TA131,YES,00:00,23:59,
2023-08-28,TO287,YES,00:00,23:59,
2023-08-28,TO317,YES,00:00,23:59,
2023-08-29,BA145,YES,00:00,23:59,
2023-08-29,BA332,YES,00:00,23:59,
2023-08-29,DY018,NO,,,Scheduled Maintenance
2023-08-29,DY132,YES,00:00,23:59,
2023-08-29,DY135,YES,00:00,23:59,
2023-08-29,DY331,YES,00:00,23:59,
2023-08-29,DY353,YES,00:00,23:59,
2023-08-29,DY369,YES,00:00,23:59,
2023-08-29,OH103,NO,,,Scheduled Maintenance
2023-08-29,RA087,YES,00:00,23:59,
2023-08-29,RA231,YES,00:00,23:59,
2023-08-29,TA222,NO,,,Breakdown
2023-08-29,TA225,YES,00:00,23:59,
2023-08-29,TA233,YES,00:00,23:59,
2023-08-29,TA341,YES,00:00,23:59,
2023-08-29,TO009,YES,00:00,23:59,
2023-08-29,TO032,YES,00:00,23:59,
2023-08-29,TO260,YES,00:00,23:59,
2023-08-29,TO287,YES,00:00,23:59,
2023-08-29,TO336,YES,00:00,23:59,
2023-08-30,BA209,YES,00:00,23:59,
2023-08-30,BA255,YES,00:00,23:59,
2023-08-30,BA263,YES,00:00,23:59,
2023-08-30,BA323,YES,00:00,23:59,
2023-08-30,BA349,YES,00:00,23:59,
2023-08-30,BA383,YES,00:00,23:59,
2023-08-30,DY012,YES,00:00,23:59,
2023-08-30,DY135,YES,00:00,23:59,
2023-08-30,OH076,YES,00:00,23:59,
2023-08-30,OH197,YES,00:00,23:59,
2023-08-30,OH239,YES,00:00,23:59,
2023-08-30,OH395,NO,,,Breakdown
2023-08-30,RA234,YES,00:00,23:59,
2023-08-30,RA261,YES,00:00,23:59,
2023-08-30,RA337,NO,,,Scheduled Maintenance
2023-08-30,RA360,YES,00:00,23:59,
2023-08-30,TA054,YES,00:00,23:59,
2023-08-30,TA233,YES,00:00,23:59,
2023-08-30,TA269,YES,00:00,23:59,
2023-08-30,TO100,YES,00:00,23:59,
2023-08-30,TO243,YES,00:00,23:59,
2023-09-01,BA266,YES,00:00,23:59,
2023-09-01,DY018,YES,00:00,23:59,
2023-09-01,DY040,YES,00:00,23:59,
2023-09-01,DY061,YES,00:00,23:59,
2023-09-01,DY141,YES,00:00,23:59,
2023-09-01,DY196,YES,00:00,23:59,
2023-09-01,DY216,YES,00:00,23:59,
2023-09-01,DY246,NO,,,Breakdown
2023-09-01,OH213,NO,,,Scheduled Maintenance
2023-09-01,OH221,YES,00:00,23:59,
2023-09-01,OH362,YES,00:00,23:59,
2023-09-01,RA081,NO,,,Scheduled Maintenance
2023-09-01,RA155,YES,00:00,23:59,
2023-09-01,RA273,NO,,,Breakdown
2023-09-01,RA320,YES,00:00,23:59,
2023-09-01,RA329,NO,,,In Use Elsewhere
2023-09-01,TA226,YES,00:00,23:59,
2023-09-01,TA292,YES,00:00,23:59,
2023-09-01,TO033,YES,00:00,23:59,
2023-09-01,TO284,YES,00:00,23:59,
2023-09-01,TO316,YES,00:00,23:59,
2023-09-02,BA022,YES,00:00,23:59,
2023-09-02,BA084,YES,00:00,23:59,
2023-09-02,BA159,YES,00:00,23:59,
2023-09-02,BA266,YES,00:00,23:59,
2023-09-02,BA349,NO,,,Breakdown
2023-09-02,DY115,YES,00:00,23:59,
2023-09-02,DY133,YES,00:00,23:59,
2023-09-02,DY167,NO,,,In Use Elsewhere
2023-09-02,OH142,NO,,,In Use Elsewhere
2023-09-02,OH271,YES,00:00,23:59,
2023-09-02,OH343,YES,00:00,23:59,
2023-09-02,RA116,YES,00:00,23:59,
2023-09-02,RA190,YES,00:00,23:59,
2023-09-02,RA306,YES,00:00,23:59,
2023-09-02,RA363,YES,00:00,23:59,
2023-09-03,BA069,YES,00:00,23:59,
2023-09-03,BA128,YES,00:00,23:59,
2023-09-03,BA174,YES,00:00,23:59,
2023-09-03,BA230,YES,00:00,23:59,
2023-09-03,BA274,YES,00:00,23:59,
2023-09-03,BA293,YES,00:00,23:59,
2023-09-03,DY004,YES,00:00,23:59,
2023-09-03,DY055,YES,00:00,23:59,
2023-09-03,DY061,YES,00:00,23:59,
2023-09-03,DY167,YES,00:00,23:59,
2023-09-03,DY279,YES,00:00,23:59,
2023-09-03,OH052,NO,,,Breakdown
2023-09-03,OH103,YES,00:00,23:59,
2023-09-03,OH183,YES,00:00,23:59,
2023-09-03,OH245,YES,00:00,23:59,
2023-09-03,OH253,YES,00:00,23:59,
2023-09-03,OH298,YES,00:00,23:59,
2023-09-03,OH343,YES,00:00,23:59,
2023-09-03,OH357,NO,,,Scheduled Maintenance
2023-09-03,RA008,YES,00:00,23:59,
2023-09-03,RA037,YES,00:00,23:59,
2023-09-03,RA073,YES,00:00,23:59,
2023-09-03,TA003,NO,,,Breakdown
2023-09-03,TA063,YES,00:00,23:59,
2023-09-03,TA310,YES,00:00,23:59,
2023-09-03,TO021,YES,00:00,23:59,
2023-09-03,TO166,YES,00:00,23:59,
2023-09-03,TO316,YES,00:00,23:59,
2023-09-04,BA102,YES,00:00,23:59,
2023-09-04,BA355,YES,00:00,23:59,
2023-09-04,BA381,YES,00:00,23:59,
2023-09-04,DY133,YES,00:00,23:59,
2023-09-04,DY152,YES,00:00,23:59,
2023-09-04,DY181,YES,00:00,23:59,
2023-09-04,DY281,YES,00:00,23:59,
2023-09-04,DY392,NO,,,Scheduled Maintenance
2023-09-04,OH359,NO,,,Scheduled Maintenance
2023-09-04,RA192,NO,,,Breakdown
2023-09-04,RA268,YES,00:00,23:59,
2023-09-04,RA339,YES,00:00,23:59,
2023-09-04,TA089,YES,00:00,23:59,
2023-09-04,TA233,YES,00:00,23:59,
2023-09-04,TA282,NO,,,In Use Elsewhere
2023-09-04,TA285,YES,00:00,23:59,
2023-09-04,TO038,YES,00:00,23:59,
2023-09-04,TO047,YES,00:00,23:59,
2023-09-04,TO272,YES,00:00,23:59,
2023-09-04,TO330,YES,00:00,23:59,
2023-09-05,BA128,YES,00:00,23:59,
2023-09-05,DY004,YES,00:00,23:59,
2023-09-05,DY055,YES,00:00,23:59,
2023-09-05,DY070,NO,,,In Use Elsewhere
2023-09-05,DY135,YES,00:00,23:59,
2023-09-05,DY184,YES,00:00,23:59,
2023-09-05,DY235,YES,00:00,23:59,
2023-09-05,DY262,YES,00:00,23:59,
2023-09-05,DY319,YES,00:00,23:59,
2023-09-05,OH092,NO,,,Scheduled Maintenance
2023-09-05,RA114,YES,00:00,23:59,
2023-09-05,RA278,YES,00:00,23:59,
2023-09-05,TA131,YES,00:00,23:59,
2023-09-05,TA222,YES,00:00,23:59,
2023-09-05,TA341,YES,00:00,23:59,
2023-09-05,TO002,YES,00:00,23:59,
2023-09-05,TO028,NO,,,In Use Elsewhere
2023-09-05,TO193,YES,00:00,23:59,
2023-09-06,BA126,YES,00:00,23:59,
2023-09-06,BA263,NO,,,In Use Elsewhere
2023-09-06,BA381,YES,00:00,23:59,
2023-09-06,DY012,NO,,,Breakdown
2023-09-06,DY067,YES,00:00,23:59,
2023-09-06,DY121,YES,00:00,23:59,
2023-09-06,DY216,NO,,,In Use Elsewhere
2023-09-06,DY319,NO,,,In Use Elsewhere
2023-09-06,OH023,YES,00:00,23:59,
2023-09-06,OH072,NO,,,Breakdown
2023-09-06,OH092,YES,00:00,23:59,
2023-09-06,OH176,YES,00:00,23:59,
2023-09-06,OH318,YES,00:00,23:59,
2023-09-06,OH390,YES,00:00,23:59,
2023-09-06,RA051,NO,,,Scheduled Maintenance
2023-09-06,RA139,YES,00:00,23:59,
2023-09-06,RA168,YES,00:00,23:59,
2023-09-06,RA190,YES,00:00,23:59,
2023-09-06,RA198,YES,00:00,23:59,
2023-09-06,RA367,YES,00:00,23:59,
2023-09-06,TA137,YES,00:00,23:59,
2023-09-06,TA171,YES,00:00,23:59,
2023-09-06,TO109,YES,00:00,23:59,
2023-09-06,TO243,YES,00:00,23:59,
2023-09-06,TO326,YES,00:00,23:59,
2023-09-06,TO330,YES,00:00,23:59,
2023-09-07,BA042,YES,00:00,23:59,
2023-09-07,BA079,YES,00:00,23:59,
2023-09-07,BA274,YES,00:00,23:59,
2023-09-07,DY246,YES,00:00,23:59,
2023-09-07,DY399,YES,00:00,23:59,
2023-09-07,OH006,NO,,,Scheduled Maintenance
2023-09-07,OH071,NO,,,Breakdown
2023-09-07,RA053,NO,,,Scheduled Maintenance
2023-09-07,RA164,YES,00:00,23:59,
2023-09-07,RA192,YES,00:00,23:59,
2023-09-07,RA241,YES,00:00,23:59,
2023-09-07,RA273,YES,00:00,23:59,
2023-09-07,TA089,YES,00:00,23:59,
2023-09-07,TA148,YES,00:00,23:59,
2023-09-07,TA199,YES,00:00,23:59,
2023-09-07,TA325,YES,00:00,23:59,
2023-09-07,TO009,YES,00:00,23:59,
2023-09-07,TO056,YES,00:00,23:59,
2023-09-07,TO129,YES,00:00,23:59,
2023-09-07,TO335,YES,00:00,23:59,
2023-09-08,BA293,YES,00:00,23:59,
2023-09-08,BA323,YES,00:00,23:59,
2023-09-08,BA381,NO,,,Scheduled Maintenance
2023-09-08,DY251,NO,,,Breakdown
2023-09-08,DY328,YES,00:00,23:59,
2023-09-08,DY371,YES,00:00,23:59,
2023-09-08,OH052,YES,00:00,23:59,
2023-09-08,OH221,YES,00:00,23:59,
2023-09-08,OH347,YES,00:00,23:59,
2023-09-08,OH390,YES,00:00,23:59,
2023-09-08,RA039,YES,00:00,23:59,
2023-09-08,RA051,YES,00:00,23:59,
2023-09-08,RA241,YES,00:00,23:59,
2023-09-08,TO243,YES,00:00,23:59,
2023-09-08,TO326,YES,00:00,23:59,
2023-09-09,BA151,YES,00:00,23:59,
2023-09-09,BA293,YES,00:00,23:59,
2023-09-09,BA349,YES,00:00,23:59,
2023-09-09,DY001,NO,,,In Use Elsewhere
2023-09-09,DY045,NO,,,Breakdown
2023-09-09,DY091,YES,00:00,23:59,
2023-09-09,DY105,YES,00:00,23:59,
2023-09-09,DY121,YES,00:00,23:59,
2023-09-09,DY236,YES,00:00,23:59,
2023-09-09,OH125,YES,00:00,23:59,
2023-09-09,OH134,NO,,,Breakdown
2023-09-09,OH191,YES,00:00,23:59,
2023-09-09,OH213,YES,00:00,23:59,
2023-09-09,RA155,YES,00:00,23:59,
2023-09-09,RA172,YES,00:00,23:59,
2023-09-09,RA234,YES,00:00,23:59,
2023-09-09,RA273,YES,00:00,23:59,
2023-09-09,RA378,YES,00:00,23:59,
2023-09-09,TA148,YES,00:00,23:59,
2023-09-09,TO033,NO,,,Scheduled Maintenance
2023-09-09,TO166,YES,00:00,23:59,
2023-09-09,TO179,YES,00:00,23:59,
2023-09-10,BA104,YES,00:00,23:59,
2023-09-10,BA259,NO,,,In Use Elsewhere
2023-09-10,BA386,NO,,,Breakdown
2023-09-10,DY004,YES,00:00,23:59,
2023-09-10,DY070,YES,00:00,23:59,
2023-09-10,DY132,YES,00:00,23:59,
2023-09-10,DY327,YES,00:00,23:59,
2023-09-10,OH010,NO,,,Breakdown
2023-09-10,OH026,YES,00:00,23:59,
2023-09-10,OH050,YES,00:00,23:59,
2023-09-10,OH254,YES,00:00,23:59,
2023-09-10,OH347,YES,00:00,23:59,
2023-09-10,RA048,YES,00:00,23:59,
2023-09-10,RA119,NO,,,In Use Elsewhere
2023-09-10,RA177,NO,,,Scheduled Maintenance
2023-09-10,RA200,YES,00:00,23:59,
2023-09-10,RA252,YES,00:00,23:59,
2023-09-10,RA276,YES,00:00,23:59,
2023-09-10,RA278,YES,00:00,23:59,
2023-09-10,RA360,YES,00:00,23:59,
2023-09-10,TA054,NO,,,In Use Elsewhere
2023-09-10,TO002,YES,00:00,23:59,
2023-09-10,TO123,YES,00:00,23:59,
2023-09-10,TO257,NO,,,In Use Elsewhere
2023-09-10,TO305,YES,00:00,23:59,
2023-09-11,BA066,YES,00:00,23:59,
2023-09-11,BA344,YES,00:00,23:59,
2023-09-11,DY169,YES,00:00,23:59,
2023-09-11,DY184,YES,00:00,23:59,
2023-09-11,DY194,YES,00:00,23:59,
2023-09-11,OH158,YES,00:00,23:59,
2023-09-11,OH214,YES,00:00,23:59,
2023-09-11,RA136,NO,,,In Use Elsewhere
2023-09-11,RA200,YES,00:00,23:59,
2023-09-11,RA378,YES,00:00,23:59,
2023-09-11,RA385,YES,00:00,23:59,
2023-09-11,TA099,YES,00:00,23:59,
2023-09-11,TA282,YES,00:00,23:59,
2023-09-11,TO021,NO,,,Breakdown
2023-09-11,TO351,YES,00:00,23:59,
2023-09-12,BA145,YES,00:00,23:59,
2023-09-12,BA274,YES,00:00,23:59,
2023-09-12,BA348,YES,00:00,23:59,
2023-09-12,BA358,YES,00:00,23:59,
2023-09-12,BA383,YES,00:00,23:59,
2023-09-12,DY279,YES,00:00,23:59,
2023-09-12,DY392,YES,00:00,23:59,
2023-09-12,OH086,YES,00:00,23:59,
2023-09-12,OH296,YES,00:00,23:59,
2023-09-12,OH298,YES,00:00,23:59,
2023-09-12,OH390,YES,00:00,23:59,
2023-09-12,RA231,YES,00:00,23:59,
2023-09-12,RA268,YES,00:00,23:59,
2023-09-12,RA273,YES,00:00,23:59,
2023-09-12,TO056,YES,00:00,23:59,
2023-09-12,TO146,YES,00:00,23:59,
2023-09-12,TO350,NO,,,Breakdown
2023-09-13,BA069,NO,,,Breakdown
2023-09-13,BA097,NO,,,In Use Elsewhere
2023-09-13,BA203,YES,00:00,23:59,
2023-09-13,BA297,YES,00:00,23:59,
2023-09-13,DY217,YES,00:00,23:59,
2023-09-13,DY356,YES,00:00,23:59,
2023-09-13,DY371,YES,00:00,23:59,
2023-09-13,OH046,YES,00:00,23:59,
2023-09-13,OH050,YES,00:00,23:59,
2023-09-13,OH052,YES,00:00,23:59,
2023-09-13,OH176,YES,00:00,23:59,
2023-09-13,OH245,YES,00:00,23:59,
2023-09-13,OH296,NO,,,Breakdown
2023-09-13,OH311,YES,00:00,23:59,
2023-09-13,RA039,YES,00:00,23:59,
2023-09-13,RA085,YES,00:00,23:59,
2023-09-13,RA114,YES,00:00,23:59,
2023-09-13,RA163,YES,00:00,23:59,
2023-09-13,RA252,YES,00:00,23:59,
2023-09-13,RA276,YES,00:00,23:59,
2023-09-13,RA295,YES,00:00,23:59,
2023-09-13,RA320,YES,00:00,23:59,
2023-09-13,TA137,YES,00:00,23:59,
2023-09-13,TA275,YES,00:00,23:59,
2023-09-13,TA280,YES,00:00,23:59,
2023-09-13,TO123,YES,00:00,23:59,
2023-09-13,TO243,YES,00:00,23:59,
2023-09-14,BA344,NO,,,Scheduled Maintenance
2023-09-14,DY017,YES,00:00,23:59,
2023-09-14,DY138,YES,00:00,23:59,
2023-09-14,DY251,YES,00:00,23:59,
2023-09-14,DY369,YES,00:00,23:59,
2023-09-14,DY380,YES,00:00,23:59,
2023-09-14,OH023,YES,00:00,23:59,
2023-09-14,OH071,YES,00:00,23:59,
2023-09-14,OH182,YES,00:00,23:59,
2023-09-14,OH253,YES,00:00,23:59,
2023-09-14,OH357,NO,,,Breakdown
2023-09-14,RA029,NO,,,In Use Elsewhere
2023-09-14,RA139,YES,00:00,23:59,
2023-09-14,RA177,YES,00:00,23:59,
2023-09-14,TA027,YES,00:00,23:59,
2023-09-14,TA098,YES,00:00,23:59,
2023-09-14,TA147,NO,,,Scheduled Maintenance
2023-09-14,TA264,YES,00:00,23:59,
2023-09-14,TO250,YES,00:00,23:59,
2023-09-14,TO257,YES,00:00,23:59,
2023-09-14,TO326,YES,00:00,23:59,
2023-09-15,BA097,YES,00:00,23:59,
2023-09-15,BA128,YES,00:00,23:59,
2023-09-15,BA242,YES,00:00,23:59,
2023-09-15,BA324,NO,,,In Use Elsewhere
2023-09-15,DY371,YES,00:00,23:59,
2023-09-15,OH007,YES,00:00,23:59,
2023-09-15,OH183,YES,00:00,23:59,
2023-09-15,OH270,YES,00:00,23:59,
2023-09-15,RA139,YES,00:00,23:59,
2023-09-15,RA168,YES,00:00,23:59,
2023-09-15,RA177,YES,00:00,23:59,
2023-09-15,TA074,YES,00:00,23:59,
2023-09-15,TA154,YES,00:00,23:59,
2023-09-15,TA218,YES,00:00,23:59,
2023-09-15,TA220,YES,00:00,23:59,
2023-09-15,TO056,YES,00:00,23:59,
2023-09-15,TO223,YES,00:00,23:59,
2023-09-15,TO305,YES,00:00,23:59,
2023-09-15,TO335,YES,00:00,23:59,
2023-09-16,BA170,YES,00:00,23:59,
2023-09-16,BA255,NO,,,Scheduled Maintenance
2023-09-16,BA358,YES,00:00,23:59,
2023-09-16,DY115,YES,00:00,23:59,
2023-09-16,DY141,YES,00:00,23:59,
2023-09-16,DY194,YES,00:00,23:59,
2023-09-16,DY279,NO,,,In Use Elsewhere
2023-09-16,DY345,YES,00:00,23:59,
2023-09-16,DY380,YES,00:00,23:59,
2023-09-16,OH072,YES,00:00,23:59,
2023-09-16,OH197,YES,00:00,23:59,
2023-09-16,OH207,YES,00:00,23:59,
2023-09-16,OH352,YES,00:00,23:59,
2023-09-16,RA035,YES,00:00,23:59,
2023-09-16,RA073,YES,00:00,23:59,
2023-09-16,RA081,YES,00:00,23:59,
2023-09-16,RA136,YES,00:00,23:59,
2023-09-16,RA397,YES,00:00,23:59,
2023-09-16,TA075,NO,,,Breakdown
2023-09-16,TA154,YES,00:00,23:59,
2023-09-16,TA283,YES,00:00,23:59,
2023-09-16,TO202,YES,00:00,23:59,
2023-09-16,TO316,YES,00:00,23:59,
2023-09-17,BA058,YES,00:00,23:59,
2023-09-17,BA095,YES,00:00,23:59,
2023-09-17,BA185,YES,00:00,23:59,
2023-09-17,BA299,NO,,,Scheduled Maintenance
2023-09-17,DY157,YES,00:00,23:59,
2023-09-17,DY321,YES,00:00,23:59,
2023-09-17,DY369,YES,00:00,23:59,
2023-09-17,RA119,NO,,,Scheduled Maintenance
2023-09-17,RA192,YES,00:00,23:59,
2023-09-17,RA210,YES,00:00,23:59,
2023-09-17,RA303,YES,00:00,23:59,
2023-09-17,TA003,NO,,,Breakdown
2023-09-17,TA098,YES,00:00,23:59,
2023-09-17,TA120,YES,00:00,23:59,
2023-09-17,TA137,YES,00:00,23:59,
2023-09-17,TA289,YES,00:00,23:59,
2023-09-17,TA325,YES,00:00,23:59,
2023-09-17,TO175,NO,,,Scheduled Maintenance
2023-09-17,TO228,YES,00:00,23:59,
2023-09-17,TO272,YES,00:00,23:59,
2023-09-18,BA069,YES,00:00,23:59,
2023-09-18,BA174,YES,00:00,23:59,
2023-09-18,BA188,YES,00:00,23:59,
2023-09-18,BA263,YES,00:00,23:59,
2023-09-18,DY232,YES,00:00,23:59,
2023-09-18,DY315,YES,00:00,23:59,
2023-09-18,OH125,YES,00:00,23:59,
2023-09-18,OH298,YES,00:00,23:59,
2023-09-18,OH312,YES,00:00,23:59,
2023-09-18,OH347,YES,00:00,23:59,
2023-09-18,RA192,YES,00:00,23:59,
2023-09-18,TA137,YES,00:00,23:59,
2023-09-18,TO030,YES,00:00,23:59,
2023-09-18,TO256,YES,00:00,23:59,
2023-09-18,TO284,YES,00:00,23:59,
2023-09-18,TO288,YES,00:00,23:59,
2023-09-19,BA145,YES,00:00,23:59,
2023-09-19,BA324,YES,00:00,23:59,
2023-09-19,BA344,YES,00:00,23:59,
2023-09-19,DY105,YES,00:00,23:59,
2023-09-19,DY251,YES,00:00,23:59,
2023-09-19,DY345,YES,00:00,23:59,
2023-09-19,DY346,YES,00:00,23:59,
2023-09-19,DY369,YES,00:00,23:59,
2023-09-19,DY380,YES,00:00,23:59,
2023-09-19,OH050,YES,00:00,23:59,
2023-09-19,OH195,YES,00:00,23:59,
2023-09-19,RA192,YES,00:00,23:59,
2023-09-19,RA261,YES,00:00,23:59,
2023-09-19,RA303,YES,00:00,23:59,
2023-09-19,TA027,YES,00:00,23:59,
2023-09-19,TA036,YES,00:00,23:59,
2023-09-19,TA283,YES,00:00,23:59,
2023-09-19,TO146,YES,00:00,23:59,
2023-09-20,BA151,NO,,,Scheduled Maintenance
2023-09-20,BA342,YES,00:00,23:59,
2023-09-20,BA344,YES,00:00,23:59,
2023-09-20,DY090,YES,00:00,23:59,
2023-09-20,DY184,YES,00:00,23:59,
2023-09-20,DY248,YES,00:00,23:59,
2023-09-20,DY315,YES,00:00,23:59,
2023-09-20,DY328,YES,00:00,23:59,
2023-09-20,DY353,YES,00:00,23:59,
2023-09-20,DY369,YES,00:00,23:59,
2023-09-20,DY380,YES,00:00,23:59,
2023-09-20,DY398,YES,00:00,23:59,
2023-09-20,OH111,NO,,,Scheduled Maintenance
2023-09-20,OH245,YES,00:00,23:59,
2023-09-20,OH301,YES,00:00,23:59,
2023-09-20,TA140,YES,00:00,23:59,
2023-09-20,TA212,YES,00:00,23:59,
2023-09-20,TO056,YES,00:00,23:59,
2023-09-20,TO175,NO,,,Scheduled Maintenance
2023-09-20,TO187,YES,00:00,23:59,
2023-09-22,BA104,YES,00:00,23:59,
2023-09-22,BA117,YES,00:00,23:59,
2023-09-22,BA144,NO,,,Breakdown
2023-09-22,BA230,YES,00:00,23:59,
2023-09-22,BA314,YES,00:00,23:59,
2023-09-22,BA393,NO,,,Scheduled Maintenance
2023-09-22,DY122,YES,00:00,23:59,
2023-09-22,DY167,YES,00:00,23:59,
2023-09-22,DY169,YES,00:00,23:59,
2023-09-22,DY322,YES,00:00,23:59,
2023-09-22,OH086,YES,00:00,23:59,
2023-09-22,OH103,YES,00:00,23:59,
2023-09-22,OH173,YES,00:00,23:59,
2023-09-22,OH245,YES,00:00,23:59,
2023-09-22,RA029,NO,,,Scheduled Maintenance
2023-09-22,RA391,YES,00:00,23:59,
2023-09-22,TA003,YES,00:00,23:59,
2023-09-22,TA027,YES,00:00,23:59,
2023-09-22,TA226,YES,00:00,23:59,
2023-09-22,TA275,YES,00:00,23:59,
2023-09-22,TA280,YES,00:00,23:59,
2023-09-22,TO112,YES,00:00,23:59,
2023-09-22,TO123,YES,00:00,23:59,
2023-09-22,TO288,YES,00:00,23:59,
2023-09-22,TO305,NO,,,In Use Elsewhere
2023-09-23,BA104,YES,00:00,23:59,
2023-09-23,BA348,YES,00:00,23:59,
2023-09-23,DY133,NO,,,In Use Elsewhere
2023-09-23,DY157,YES,00:00,23:59,
2023-09-23,DY237,YES,00:00,23:59,
2023-09-23,DY281,NO,,,In Use Elsewhere
2023-09-23,DY374,YES,00:00,23:59,
2023-09-23,OH182,YES,00:00,23:59,
2023-09-23,OH197,YES,00:00,23:59,
2023-09-23,OH352,YES,00:00,23:59,
2023-09-23,RA200,YES,00:00,23:59,
2023-09-23,RA265,YES,00:00,23:59,
2023-09-23,RA360,YES,00:00,23:59,
2023-09-23,TA131,YES,00:00,23:59,
2023-09-23,TA147,NO,,,Scheduled Maintenance
2023-09-23,TO030,NO,,,Scheduled Maintenance
2023-09-24,BA022,YES,00:00,23:59,
2023-09-24,BA094,YES,00:00,23:59,
2023-09-24,BA104,NO,,,Scheduled Maintenance
2023-09-24,BA151,YES,00:00,23:59,
2023-09-24,BA188,YES,00:00,23:59,
2023-09-24,BA209,YES,00:00,23:59,
2023-09-24,DY090,YES,00:00,23:59,
2023-09-24,DY124,YES,00:00,23:59,
2023-09-24,DY132,YES,00:00,23:59,
2023-09-24,DY216,YES,00:00,23:59,
2023-09-24,DY224,NO,,,Breakdown
2023-09-24,OH026,YES,00:00,23:59,
2023-09-24,OH059,NO,,,Breakdown
2023-09-24,OH130,YES,00:00,23:59,
2023-09-24,OH312,YES,00:00,23:59,
2023-09-24,OH357,YES,00:00,23:59,
2023-09-24,OH359,YES,00:00,23:59,
2023-09-24,RA035,YES,00:00,23:59,
2023-09-24,RA168,NO,,,In Use Elsewhere
2023-09-24,RA373,NO,,,Breakdown
2023-09-24,RA376,YES,00:00,23:59,
2023-09-24,TA171,NO,,,Breakdown
2023-09-24,TA282,NO,,,In Use Elsewhere
2023-09-24,TA302,YES,00:00,23:59,
2023-09-24,TO028,YES,00:00,23:59,
2023-09-24,TO033,YES,00:00,23:59,
2023-09-24,TO228,YES,00:00,23:59,
2023-09-24,TO336,NO,,,In Use Elsewhere
2023-09-25,BA058,YES,00:00,23:59,
2023-09-25,BA066,YES,00:00,23:59,
2023-09-25,BA127,NO,,,In Use Elsewhere
2023-09-25,BA324,NO,,,In Use Elsewhere
2023-09-25,BA358,NO,,,In Use Elsewhere
2023-09-25,DY067,YES,00:00,23:59,
2023-09-25,DY105,YES,00:00,23:59,
2023-09-25,DY178,YES,00:00,23:59,
2023-09-25,DY319,YES,00:00,23:59,
2023-09-25,DY392,YES,00:00,23:59,
2023-09-25,OH007,YES,00:00,23:59,
2023-09-25,OH253,YES,00:00,23:59,
2023-09-25,RA204,YES,00:00,23:59,
2023-09-25,RA210,NO,,,Breakdown
2023-09-25,RA265,YES,00:00,23:59,
2023-09-25,RA360,YES,00:00,23:59,
2023-09-25,RA387,YES,00:00,23:59,
2023-09-25,TO149,NO,,,In Use Elsewhere
2023-09-25,TO260,NO,,,Breakdown
2023-09-25,TO336,YES,00:00,23:59,
2023-09-26,BA016,YES,00:00,23:59,
2023-09-26,BA208,NO,,,In Use Elsewhere
2023-09-26,BA242,NO,,,In Use Elsewhere
2023-09-26,BA386,YES,00:00,23:59,
2023-09-26,DY018,YES,00:00,23:59,
2023-09-26,DY115,YES,00:00,23:59,
2023-09-26,DY180,NO,,,In Use Elsewhere
2023-09-26,DY246,YES,00:00,23:59,
2023-09-26,DY345,YES,00:00,23:59,
2023-09-26,DY380,YES,00:00,23:59,
2023-09-26,DY392,YES,00:00,23:59,
2023-09-26,OH088,YES,00:00,23:59,
2023-09-26,OH191,YES,00:00,23:59,
2023-09-26,OH333,YES,00:00,23:59,
2023-09-26,RA139,YES,00:00,23:59,
2023-09-26,RA192,YES,00:00,23:59,
2023-09-26,RA375,YES,00:00,23:59,
2023-09-26,TA034,YES,00:00,23:59,
2023-09-26,TO028,NO,,,Breakdown
2023-09-26,TO305,YES,00:00,23:59,
