block_id,section_id,date,day_of_week,month,is_weekend,maintenance_type,required_asset_type,priority,weather,start_hour,trains_count,traffic_level,assets_of_type_in_section,asset_type_availability_pct,had_availability_record,section_historical_overrun_rate,planned_duration_min,overrun_min,overrun_flag,actual_duration_min
B11286,KYQ-RNY,2023-03-23,Thursday,3,0,Ballast Renewal,Ballast Regulator,Low,Clear,4,4.0,MEDIUM,0.0,0.8592741935483871,0,0.0,196.6,2.7,0,199.3
B02127,MMG-NBE,2023-03-23,Thursday,3,0,Rail Welding,Rail Crane,Medium,Clear,22,4.0,MEDIUM,0.0,0.8550632911392405,0,1.0,97.5,8.1,0,105.6
B03615,MPK-MS,2023-03-23,Thursday,3,0,Points Renewal,Rail Crane,Medium,Light Rain,0,2.0,LOW,1.0,0.8550632911392405,0,0.0,184.2,13.5,1,197.7
B10191,OYR-UDL,2023-03-23,Thursday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Light Rain,3,0.0,LOW,2.0,0.8582191780821918,0,0.0,143.2,2.3,0,145.5
B05011,ARA-BXR,2023-03-24,Friday,3,0,Track Repair,Tamping Machine,Low,Clear,0,2.0,LOW,0.0,0.8571428571428571,1,0.5522388059701493,200.2,31.1,1,231.3
B11220,AVD-HC,2023-03-24,Friday,3,0,Track Stabilization,Dynamic Track Stabilizer,Medium,Heavy Rain,1,0.0,LOW,0.0,1.0,1,0.5,150.5,18.1,1,168.6
B01986,BBK-GD,2023-03-24,Friday,3,0,Signal Maintenance,Tower Wagon,Low,Clear,1,1.0,LOW,0.0,1.0,1,0.5,80.8,5.1,0,85.9
B10699,BMT-NLRD,2023-03-24,Friday,3,0,Points Renewal,Rail Crane,Low,Clear,2,0.0,LOW,0.0,1.0,1,0.5558847293293833,226.4,11.4,1,237.8
B02352,CHT-KLKR,2023-03-24,Friday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,0,0.0,LOW,0.0,1.0,1,0.0,150.1,23.4,1,173.5
B14025,CNJ-SBB,2023-03-24,Friday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Fog,0,0.0,LOW,0.0,1.0,1,1.0,143.6,38.2,1,181.8
B04583,DMV-DPU,2023-03-24,Friday,3,0,Points Renewal,Rail Crane,Low,Clear,23,7.0,MEDIUM,0.0,1.0,1,0.5526454330086865,208.7,-21.5,0,187.2
B01774,GGV-MPE,2023-03-24,Friday,3,0,Rail Welding,Rail Crane,Low,Light Rain,0,0.0,LOW,0.0,1.0,1,0.5519379844961241,101.5,-24.2,0,77.3
B12375,JIT-KMAE,2023-03-24,Friday,3,0,Points Renewal,Rail Crane,Low,Clear,2,0.0,LOW,0.0,1.0,1,0.5,200.7,21.5,1,222.1
B00581,JRC-PGW,2023-03-24,Friday,3,0,Ballast Renewal,Ballast Regulator,Low,Clear,22,2.0,LOW,1.0,0.5,1,0.5515811801002699,289.5,-3.5,0,285.9
B14325,KJT-KYN,2023-03-24,Friday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Heavy Rain,1,11.0,HIGH,0.0,1.0,1,1.0,185.6,29.3,1,214.9
B10779,KOG-RIS,2023-03-24,Friday,3,0,Rail Welding,Rail Crane,Medium,Fog,0,1.0,LOW,0.0,1.0,1,1.0,107.7,45.7,1,153.4
B00073,MLND-TNA,2023-03-24,Friday,3,0,Track Repair,Tamping Machine,High,Clear,4,3.0,MEDIUM,0.0,0.8571428571428571,1,1.0,223.7,14.4,1,238.1
B03635,AIP-NPKM,2023-03-25,Saturday,3,1,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,22,4.0,MEDIUM,0.0,0.5,1,0.0,180.7,-1.5,0,179.1
B02232,BRJ-SSP,2023-03-25,Saturday,3,1,Signal Maintenance,Tower Wagon,Low,Clear,22,2.0,LOW,0.0,0.75,1,0.0,116.5,2.1,0,118.6
B10481,CQR-GGV,2023-03-25,Saturday,3,1,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,0,0.0,LOW,0.0,0.5,1,0.5535495716034272,171.0,13.4,1,184.4
B02629,DBG-LSI,2023-03-25,Saturday,3,1,OHE Maintenance,OHE Maintenance Special,Low,Extreme Heat,3,2.0,LOW,0.0,0.8,1,0.0,130.4,7.5,0,137.8
B05090,DEOS-GKP,2023-03-25,Saturday,3,1,Rail Welding,Rail Crane,Low,Light Rain,0,3.0,MEDIUM,0.0,0.75,1,0.5517822060061746,103.7,13.4,1,117.2
B13098,GEDE-HRSR,2023-03-25,Saturday,3,1,Track Repair,Tamping Machine,Low,Clear,0,0.0,LOW,0.0,1.0,1,0.5510659671838375,202.2,35.5,1,237.8
B04025,GKL-GMDN,2023-03-25,Saturday,3,1,Rail Welding,Rail Crane,Low,Clear,0,0.0,LOW,0.0,0.75,1,0.5529411764705883,86.9,19.0,1,105.8
B04011,GOF-GQD,2023-03-25,Saturday,3,1,Points Renewal,Rail Crane,Low,Clear,3,0.0,LOW,0.0,0.75,1,0.5534584333406066,168.0,-10.6,0,157.4
B07756,KDH-TGH,2023-03-25,Saturday,3,1,Points Renewal,Rail Crane,Medium,Clear,23,9.0,HIGH,0.0,0.75,1,0.5,213.7,0.8,0,214.5
B06544,KDH-TGH,2023-03-25,Saturday,3,1,Signal Maintenance,Tower Wagon,Medium,Clear,4,4.0,MEDIUM,0.0,0.75,1,0.3333333333333333,127.9,19.3,1,147.2
B06774,MMG-NBE,2023-03-25,Saturday,3,1,Points Renewal,Rail Crane,Medium,Extreme Heat,3,0.0,LOW,0.0,0.75,1,0.5,203.5,24.0,1,227.5
B12062,MTJ-NZM,2023-03-25,Saturday,3,1,Track Stabilization,Dynamic Track Stabilizer,Low,Light Rain,3,1.0,LOW,0.0,0.5,1,1.0,172.2,-2.4,0,169.9
B06202,AGP-SEP,2023-03-26,Sunday,3,1,OHE Maintenance,OHE Maintenance Special,Medium,Clear,3,1.0,LOW,1.0,0.8582191780821918,0,1.0,147.7,-18.5,0,129.1
B04948,BBAE-SHE,2023-03-26,Sunday,3,1,Points Renewal,Rail Crane,Medium,Clear,0,1.0,LOW,0.0,0.5,1,0.6666666666666666,228.9,63.6,1,292.5
B02988,BBS-CTC,2023-03-26,Sunday,3,1,Points Renewal,Rail Crane,Medium,Clear,1,5.0,MEDIUM,0.0,0.5,1,0.0,213.4,21.7,1,235.1
B05347,BDC-HGY,2023-03-26,Sunday,3,1,OHE Maintenance,OHE Maintenance Special,Medium,Heavy Rain,0,2.0,LOW,0.0,0.8582191780821918,0,0.0,135.9,6.0,0,141.9
B06647,BNKA-RHA,2023-03-26,Sunday,3,1,Ballast Renewal,Ballast Regulator,Low,Clear,1,0.0,LOW,0.0,0.5,1,0.3333333333333333,217.0,0.4,0,217.4
B08099,BNXR-DDJ,2023-03-26,Sunday,3,1,Ballast Renewal,Ballast Regulator,High,Clear,0,4.0,MEDIUM,0.0,0.5,1,0.5541953583269574,184.1,14.9,1,199.0
B13638,BT-HHR,2023-03-26,Sunday,3,1,Track Stabilization,Dynamic Track Stabilizer,Medium,Light Rain,0,1.0,LOW,0.0,0.875,1,1.0,127.4,-18.3,0,109.1
B09573,CHT-KLKR,2023-03-26,Sunday,3,1,Points Renewal,Rail Crane,Low,Heavy Rain,4,3.0,MEDIUM,0.0,0.5,1,0.5,241.3,44.5,1,285.8
B14757,CQR-GGV,2023-03-26,Sunday,3,1,OHE Maintenance,OHE Maintenance Special,Low,Clear,22,3.0,MEDIUM,0.0,0.8582191780821918,0,1.0,155.2,-25.0,0,130.2
B05892,DEA-NSF,2023-03-26,Sunday,3,1,Track Stabilization,Dynamic Track Stabilizer,Low,Fog,1,0.0,LOW,0.0,0.875,1,0.55211426955169,151.4,33.0,1,184.4
B01828,ET-HBD,2023-03-26,Sunday,3,1,OHE Maintenance,OHE Maintenance Special,Low,Clear,4,2.0,LOW,0.0,0.8582191780821918,0,0.0,169.2,16.8,1,186.0
B10039,GGV-MPE,2023-03-26,Sunday,3,1,Rail Welding,Rail Crane,Low,Clear,1,0.0,LOW,0.0,0.5,1,0.0,96.4,7.5,0,103.9
B07525,HJP-SEE,2023-03-26,Sunday,3,1,Signal Maintenance,Tower Wagon,Medium,Clear,2,4.0,MEDIUM,0.0,1.0,1,0.5,129.2,5.4,0,134.6
B14088,KCG-MXT,2023-03-26,Sunday,3,1,Track Stabilization,Dynamic Track Stabilizer,Medium,Heavy Rain,0,0.0,LOW,0.0,0.875,1,0.0,206.4,-3.7,0,202.6
B09419,KNR-NH,2023-03-26,Sunday,3,1,Ballast Renewal,Ballast Regulator,Medium,Heavy Rain,4,4.0,MEDIUM,0.0,0.5,1,1.0,221.3,21.0,1,242.3
B13015,KUR-PURI,2023-03-26,Sunday,3,1,OHE Maintenance,OHE Maintenance Special,Low,Clear,1,3.0,MEDIUM,0.0,0.8582191780821918,0,1.0,157.7,26.9,1,184.5
B07779,MSL-SNHT,2023-03-26,Sunday,3,1,Ballast Renewal,Ballast Regulator,Low,Clear,22,2.0,LOW,0.0,0.5,1,0.0,231.9,16.8,1,248.7
B06521,PXR-SMX,2023-03-26,Sunday,3,1,Track Repair,Tamping Machine,Medium,Light Rain,1,1.0,LOW,0.0,1.0,1,1.0,162.4,-2.0,0,160.4
B11329,TNP-TVT,2023-03-26,Sunday,3,1,Rail Welding,Rail Crane,Medium,Clear,2,0.0,LOW,0.0,0.5,1,1.0,96.9,-8.9,0,87.9
B11098,AJJ-PLMG,2023-03-27,Monday,3,0,Track Repair,Tamping Machine,Low,Heavy Rain,0,0.0,LOW,0.0,0.8466101694915255,0,0.3333333333333333,194.1,36.8,1,230.9
B10460,ALD-CNB,2023-03-27,Monday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,2,5.0,MEDIUM,0.0,0.8582191780821918,0,0.5478348439073515,140.7,-0.7,0,139.9
B04611,AMLA-BZU,2023-03-27,Monday,3,0,Track Repair,Tamping Machine,Low,Clear,0,5.0,MEDIUM,0.0,0.8466101694915255,0,0.0,210.3,3.7,0,213.9
B12470,BAHW-LOK,2023-03-27,Monday,3,0,Rail Welding,Rail Crane,Low,Clear,23,2.0,LOW,0.0,0.8550632911392405,0,0.5,67.0,15.8,1,82.9
B12307,BEQ-BZL,2023-03-27,Monday,3,0,Track Repair,Tamping Machine,Low,Clear,4,2.0,LOW,0.0,0.8466101694915255,0,0.5574402467232074,212.2,31.8,1,243.9
B13944,BPL-HBJ,2023-03-27,Monday,3,0,Rail Welding,Rail Crane,Low,Fog,0,2.0,LOW,0.0,0.8550632911392405,0,1.0,71.6,39.6,1,111.2
B09085,BPP-CLX,2023-03-27,Monday,3,0,Track Repair,Tamping Machine,Low,Clear,1,1.0,LOW,0.0,0.8466101694915255,0,0.5557669441141498,181.9,-4.9,0,177.0
B12603,BWT-KJM,2023-03-27,Monday,3,0,Points Renewal,Rail Crane,Low,Extreme Heat,0,3.0,MEDIUM,1.0,0.8550632911392405,0,0.6666666666666666,218.7,-8.5,0,210.2
B11641,CDP-TKNR,2023-03-27,Monday,3,0,Track Repair,Tamping Machine,Low,Light Rain,22,3.0,MEDIUM,0.0,0.8466101694915255,0,0.5,170.8,-3.4,0,167.4
B07894,CHG-CRD,2023-03-27,Monday,3,0,Points Renewal,Rail Crane,High,Clear,23,15.0,VERY_HIGH,0.0,0.8550632911392405,0,1.0,189.8,5.6,0,195.4
B14109,DHD-GDA,2023-03-27,Monday,3,0,Rail Welding,Rail Crane,Low,Heavy Rain,0,4.0,MEDIUM,0.0,0.8550632911392405,0,0.3333333333333333,115.6,-1.5,0,114.1
B13544,DMU-UTN,2023-03-27,Monday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,3,0.0,LOW,0.0,0.8582191780821918,0,0.5523608546557637,197.5,-10.3,0,187.1
B04228,DPA-JP,2023-03-27,Monday,3,0,Ballast Renewal,Ballast Regulator,Low,Clear,23,1.0,LOW,0.0,0.8592741935483871,0,0.5521999479302265,258.6,-5.5,0,253.1
B12764,DPU-LMG,2023-03-27,Monday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,2,1.0,LOW,0.0,0.8539473684210527,0,0.75,165.2,25.9,1,191.1
B12358,DQR-YKA,2023-03-27,Monday,3,0,Rail Welding,Rail Crane,Medium,Clear,1,0.0,LOW,0.0,0.8550632911392405,0,0.5513862024500322,69.0,41.5,1,110.5
B12682,DWX-INDB,2023-03-27,Monday,3,0,Rail Welding,Rail Crane,Low,Clear,0,1.0,LOW,0.0,0.8550632911392405,0,1.0,89.1,10.7,1,99.8
B03070,GOF-GQD,2023-03-27,Monday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,0,1.0,LOW,0.0,0.8582191780821918,0,0.0,139.9,-10.2,0,129.8
B08626,IGP-KYN,2023-03-27,Monday,3,0,Track Repair,Tamping Machine,Low,Clear,1,5.0,MEDIUM,0.0,0.8466101694915255,0,1.0,213.1,23.1,1,236.2
B03448,KIG-MCA,2023-03-27,Monday,3,0,Rail Welding,Rail Crane,Low,Fog,1,1.0,LOW,0.0,0.8550632911392405,0,0.0,81.8,33.3,1,115.1
B00681,KMC-NZB,2023-03-27,Monday,3,0,Ballast Renewal,Ballast Regulator,Low,Heavy Rain,4,0.0,LOW,0.0,0.8592741935483871,0,1.0,237.2,17.9,1,255.1
B10990,KOK-TNP,2023-03-27,Monday,3,0,Track Repair,Tamping Machine,Medium,Clear,22,4.0,MEDIUM,0.0,0.8466101694915255,0,1.0,209.2,21.4,1,230.6
B14854,NAD-UJN,2023-03-27,Monday,3,0,Points Renewal,Rail Crane,Low,Clear,2,11.0,HIGH,0.0,0.8550632911392405,0,1.0,95.4,-6.3,0,89.1
B13599,AD-GTL,2023-03-28,Tuesday,3,0,Points Renewal,Rail Crane,Low,Clear,22,3.0,MEDIUM,0.0,0.75,1,0.3333333333333333,186.0,-13.8,0,172.2
B10705,AGP-BLH,2023-03-28,Tuesday,3,0,Track Repair,Tamping Machine,Medium,Light Rain,0,2.0,LOW,0.0,1.0,1,1.0,184.9,6.9,0,191.8
B02086,ARA-DNR,2023-03-28,Tuesday,3,0,Ballast Renewal,Ballast Regulator,Low,Clear,22,1.0,LOW,1.0,1.0,1,0.5531419705197828,218.8,26.1,1,245.0
B14077,BGF-MYM,2023-03-28,Tuesday,3,0,Ballast Renewal,Ballast Regulator,Low,Clear,4,4.0,MEDIUM,0.0,1.0,1,1.0,224.3,15.5,1,239.8
B13032,BH-BRC,2023-03-28,Tuesday,3,0,Rail Welding,Rail Crane,Medium,Light Rain,23,4.0,MEDIUM,1.0,0.75,1,0.5555175948069696,98.9,2.3,0,101.2
B12291,BH-ST,2023-03-28,Tuesday,3,0,OHE Maintenance,OHE Maintenance Special,Medium,Clear,2,8.0,HIGH,0.0,1.0,1,1.0,163.6,-14.6,0,149.0
B08835,DKAE-RCD,2023-03-28,Tuesday,3,0,Ballast Renewal,Ballast Regulator,Low,Clear,1,0.0,LOW,0.0,1.0,1,0.5,258.7,6.5,0,265.2
B01129,GD-MUR,2023-03-28,Tuesday,3,0,Rail Welding,Rail Crane,Low,Light Rain,1,1.0,LOW,0.0,0.75,1,0.5511446938085034,79.8,26.6,1,106.4
B10003,HJP-MFP,2023-03-28,Tuesday,3,0,Ballast Renewal,Ballast Regulator,Low,Clear,2,6.0,MEDIUM,0.0,1.0,1,0.0,192.8,11.7,1,204.6
B04921,HLR-KPA,2023-03-28,Tuesday,3,0,Ballast Renewal,Ballast Regulator,Medium,Clear,0,3.0,MEDIUM,0.0,1.0,1,0.5,216.4,19.3,1,235.7
B11625,HPL-MLYA,2023-03-28,Tuesday,3,0,Signal Maintenance,Tower Wagon,Low,Fog,0,1.0,LOW,0.0,1.0,1,1.0,121.9,13.1,1,135.0
B13288,KAWR-MAO,2023-03-28,Tuesday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,4,0.0,LOW,0.0,1.0,1,0.0,185.5,9.1,0,194.5
B01812,KKDE-KUN,2023-03-28,Tuesday,3,0,Signal Maintenance,Tower Wagon,Low,Extreme Heat,3,0.0,LOW,0.0,1.0,1,0.5518370316478719,121.8,-13.4,0,108.5
B00276,NVS-ST,2023-03-28,Tuesday,3,0,Ballast Renewal,Ballast Regulator,Low,Clear,0,2.0,LOW,0.0,1.0,1,1.0,184.9,30.4,1,215.3
B00443,ABR-FA,2023-03-29,Wednesday,3,0,Signal Maintenance,Tower Wagon,Low,Clear,2,1.0,LOW,0.0,1.0,1,1.0,125.0,14.6,1,139.6
B07302,APB-PON,2023-03-29,Wednesday,3,0,Ballast Renewal,Ballast Regulator,Low,Clear,23,1.0,LOW,0.0,0.5,1,1.0,234.7,2.4,0,237.1
B01713,BALU-KUR,2023-03-29,Wednesday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,1,1.0,LOW,0.0,0.5,1,0.3333333333333333,134.5,24.9,1,159.4
B12819,BRP-MAK,2023-03-29,Wednesday,3,0,Ballast Renewal,Ballast Regulator,Medium,Light Rain,23,4.0,MEDIUM,0.0,0.5,1,0.5,239.2,-5.8,0,233.4
B07218,BRP-SSRD,2023-03-29,Wednesday,3,0,Ballast Renewal,Ballast Regulator,Low,Clear,1,0.0,LOW,0.0,0.5,1,0.5560518088432336,211.0,-5.9,0,205.1
B06601,BSB-MGS,2023-03-29,Wednesday,3,0,Track Repair,Tamping Machine,Low,Clear,0,2.0,LOW,0.0,1.0,1,0.0,232.5,4.6,0,237.1
B02637,BST-KLD,2023-03-29,Wednesday,3,0,Points Renewal,Rail Crane,Low,Heavy Rain,2,0.0,LOW,0.0,1.0,1,1.0,194.1,12.9,1,207.0
B07932,DEA-SHE,2023-03-29,Wednesday,3,0,Track Repair,Tamping Machine,Low,Clear,2,0.0,LOW,0.0,1.0,1,0.0,184.1,-4.2,0,179.9
B00695,DWR-UBL,2023-03-29,Wednesday,3,0,Rail Welding,Rail Crane,Low,Clear,22,2.0,LOW,0.0,1.0,1,1.0,68.2,9.8,0,78.0
B11367,HWH-KGP,2023-03-29,Wednesday,3,0,Points Renewal,Rail Crane,Low,Clear,0,0.0,LOW,0.0,1.0,1,0.6666666666666666,210.3,0.4,0,210.7
B01733,KPA-KYI,2023-03-29,Wednesday,3,0,Points Renewal,Rail Crane,Medium,Clear,4,6.0,MEDIUM,0.0,1.0,1,0.0,161.5,32.6,1,194.1
B08028,KTYM-TRVL,2023-03-29,Wednesday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,1,4.0,MEDIUM,0.0,0.5,1,0.5520842249422238,140.2,-25.0,0,115.2
B02485,MYM-NMF,2023-03-29,Wednesday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,22,3.0,MEDIUM,0.0,0.6666666666666666,1,1.0,128.3,-3.4,0,124.9
B04300,NEU-TNA,2023-03-29,Wednesday,3,0,Points Renewal,Rail Crane,Low,Extreme Heat,3,0.0,LOW,0.0,1.0,1,1.0,256.6,-10.0,0,246.5
B11212,PRWS-TI,2023-03-29,Wednesday,3,0,Signal Maintenance,Tower Wagon,Medium,Heavy Rain,2,1.0,LOW,0.0,1.0,1,0.5,78.7,43.2,1,121.9
B04977,BBAE-SHE,2023-03-30,Thursday,3,0,Points Renewal,Rail Crane,Medium,Heavy Rain,4,3.0,MEDIUM,0.0,0.8550632911392405,0,0.75,166.0,53.8,1,219.7
B01891,BBQ-VPY,2023-03-30,Thursday,3,0,OHE Maintenance,OHE Maintenance Special,Medium,Clear,2,0.0,LOW,0.0,0.8582191780821918,0,1.0,170.1,10.1,1,180.2
B03959,BCK-DUAN,2023-03-30,Thursday,3,0,Ballast Renewal,Ballast Regulator,Low,Light Rain,2,0.0,LOW,0.0,0.8592741935483871,0,0.5535950595500662,252.5,3.8,0,256.3
B04153,BGB-NAI,2023-03-30,Thursday,3,0,Rail Welding,Rail Crane,Low,Extreme Heat,3,0.0,LOW,0.0,0.8550632911392405,0,1.0,60.3,33.9,1,94.2
B06426,BST-KLD,2023-03-30,Thursday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Fog,3,0.0,LOW,0.0,0.8539473684210527,0,1.0,183.8,28.8,1,212.6
B03740,CDAE-PBZ,2023-03-30,Thursday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Light Rain,0,1.0,LOW,0.0,0.8539473684210527,0,0.6666666666666666,181.5,-10.0,0,171.5
B03519,DDC-DDJ,2023-03-30,Thursday,3,0,Track Repair,Tamping Machine,Medium,Light Rain,1,0.0,LOW,0.0,0.8466101694915255,0,0.5,137.2,57.5,1,194.7
B01652,DQR-YKA,2023-03-30,Thursday,3,0,Track Repair,Tamping Machine,Medium,Light Rain,22,5.0,MEDIUM,0.0,0.8466101694915255,0,1.0,203.9,4.2,0,208.1
B04316,ED-SA,2023-03-30,Thursday,3,0,Ballast Renewal,Ballast Regulator,Medium,Clear,23,16.0,VERY_HIGH,0.0,0.8592741935483871,0,0.5,201.8,29.9,1,231.6
B02018,LGDH-MJF,2023-03-30,Thursday,3,0,Ballast Renewal,Ballast Regulator,Low,Clear,2,0.0,LOW,1.0,0.8592741935483871,0,0.0,274.9,4.5,0,279.4
B01338,MGS-PNBE,2023-03-30,Thursday,3,0,Signal Maintenance,Tower Wagon,Low,Clear,22,4.0,MEDIUM,0.0,0.8666666666666667,0,0.5516772075894644,111.4,47.4,1,158.8
B05773,MPJ-SMX,2023-03-30,Thursday,3,0,Points Renewal,Rail Crane,Medium,Clear,23,4.0,MEDIUM,0.0,0.8550632911392405,0,1.0,221.4,29.9,1,251.2
B12933,PNBE-RJPB,2023-03-30,Thursday,3,0,Track Repair,Tamping Machine,Low,Light Rain,1,0.0,LOW,0.0,0.8466101694915255,0,0.5530503032465216,170.1,-11.1,0,159.0
B02700,SVR-VEU,2023-03-30,Thursday,3,0,Ballast Renewal,Ballast Regulator,Medium,Clear,2,1.0,LOW,0.0,0.8592741935483871,0,1.0,245.8,-25.0,0,220.8
B01005,AGC-RKM,2023-03-31,Friday,3,0,Rail Welding,Rail Crane,Low,Clear,3,0.0,LOW,0.0,0.8,1,0.5,121.1,23.2,1,144.3
B09516,BDC-BSAE,2023-03-31,Friday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,0,0.0,LOW,0.0,0.75,1,0.0,137.3,35.8,1,173.2
B13560,BPAE-BRPA,2023-03-31,Friday,3,0,Rail Welding,Rail Crane,Low,Light Rain,22,3.0,MEDIUM,0.0,0.8,1,0.0,93.9,-25.0,0,68.9
B00514,BST-GD,2023-03-31,Friday,3,0,Signal Maintenance,Tower Wagon,Low,Clear,1,1.0,LOW,0.0,1.0,1,0.5565451532725766,104.9,9.8,0,114.7
B12202,CDAE-PBZ,2023-03-31,Friday,3,0,Points Renewal,Rail Crane,Low,Clear,2,0.0,LOW,1.0,0.8,1,0.5,220.8,-19.6,0,201.2
B09058,CNB-ORAI,2023-03-31,Friday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Heavy Rain,22,0.0,LOW,0.0,0.75,1,0.0,175.0,51.7,1,226.7
B05533,DBSI-SSB,2023-03-31,Friday,3,0,Signal Maintenance,Tower Wagon,Low,Light Rain,0,1.0,LOW,0.0,1.0,1,0.0,119.5,-25.0,0,94.5
B11473,DMV-DPU,2023-03-31,Friday,3,0,Track Repair,Tamping Machine,Low,Clear,0,3.0,MEDIUM,0.0,1.0,1,0.0,165.0,31.2,1,196.3
B02565,HPG-YKA,2023-03-31,Friday,3,0,OHE Maintenance,OHE Maintenance Special,Medium,Clear,0,0.0,LOW,0.0,0.7142857142857143,1,1.0,170.4,27.4,1,197.8
B02999,JET-SC,2023-03-31,Friday,3,0,Ballast Renewal,Ballast Regulator,Low,Clear,1,0.0,LOW,0.0,1.0,1,0.0,258.0,2.9,0,260.9
B10960,PTLR-SVR,2023-03-31,Friday,3,0,Rail Welding,Rail Crane,Medium,Light Rain,4,3.0,MEDIUM,0.0,0.8,1,1.0,75.5,-4.8,0,70.7
B10632,AJJ-TRT,2023-04-01,Saturday,4,1,Points Renewal,Rail Crane,Low,Light Rain,1,2.0,LOW,1.0,1.0,1,1.0,179.6,-3.7,0,175.9
B14753,ASKR-HB,2023-04-01,Saturday,4,1,Points Renewal,Rail Crane,Low,Clear,22,5.0,MEDIUM,0.0,1.0,1,0.3333333333333333,132.5,12.4,1,144.9
B10120,BUD-VGI,2023-04-01,Saturday,4,1,Points Renewal,Rail Crane,Low,Light Rain,2,2.0,LOW,0.0,1.0,1,0.5561572402727637,147.4,22.3,1,169.7
B05531,BWT-KJM,2023-04-01,Saturday,4,1,Points Renewal,Rail Crane,Low,Clear,23,4.0,MEDIUM,1.0,1.0,1,0.5,222.9,4.9,0,227.9
B12772,CLA-VVH,2023-04-01,Saturday,4,1,Ballast Renewal,Ballast Regulator,High,Clear,0,5.0,MEDIUM,0.0,1.0,1,0.5,227.8,-1.5,0,226.4
B07573,CLT-TIR,2023-04-01,Saturday,4,1,Ballast Renewal,Ballast Regulator,Low,Clear,4,2.0,LOW,0.0,1.0,1,0.0,246.8,13.9,1,260.7
B09778,D-NTA,2023-04-01,Saturday,4,1,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,2,0.0,LOW,0.0,1.0,1,1.0,178.3,28.1,1,206.4
B10497,EGT-KBT,2023-04-01,Saturday,4,1,Ballast Renewal,Ballast Regulator,Low,Clear,2,1.0,LOW,0.0,1.0,1,0.3333333333333333,221.7,2.7,0,224.4
B04016,GTL-GY,2023-04-01,Saturday,4,1,Rail Welding,Rail Crane,Low,Fog,0,3.0,MEDIUM,0.0,1.0,1,1.0,84.2,41.5,1,125.8
B00786,KMT-WL,2023-04-01,Saturday,4,1,OHE Maintenance,OHE Maintenance Special,Low,Clear,0,1.0,LOW,0.0,1.0,1,0.6666666666666666,175.8,39.8,1,215.6
B13010,KOG-RIS,2023-04-01,Saturday,4,1,Signal Maintenance,Tower Wagon,Medium,Fog,23,6.0,MEDIUM,0.0,1.0,1,1.0,85.9,26.9,1,112.8
B01400,MALM-RC,2023-04-01,Saturday,4,1,Track Repair,Tamping Machine,Low,Clear,0,7.0,MEDIUM,0.0,0.8466101694915255,0,0.5521113009519161,164.1,30.1,1,194.2
B10660,MBM-SP,2023-04-01,Saturday,4,1,Track Repair,Tamping Machine,Medium,Clear,1,0.0,LOW,0.0,0.8466101694915255,0,1.0,178.1,15.6,1,193.7
B11433,NDLS-NZM,2023-04-01,Saturday,4,1,Rail Welding,Rail Crane,Low,Clear,23,2.0,LOW,0.0,1.0,1,1.0,89.9,-22.5,0,67.4
B02827,PGT-TCR,2023-04-01,Saturday,4,1,Track Stabilization,Dynamic Track Stabilizer,Low,Extreme Heat,1,2.0,LOW,0.0,1.0,1,0.3333333333333333,160.8,11.8,1,172.7
B13317,SUNR-VG,2023-04-01,Saturday,4,1,OHE Maintenance,OHE Maintenance Special,Low,Heavy Rain,22,0.0,LOW,0.0,1.0,1,0.5,173.5,29.4,1,202.9
B04857,AIPP-ENR,2023-04-02,Sunday,4,1,Ballast Renewal,Ballast Regulator,Medium,Clear,0,1.0,LOW,0.0,0.8592741935483871,0,1.0,233.4,7.5,0,240.9
B11011,BBK-LKO,2023-04-02,Sunday,4,1,Track Repair,Tamping Machine,Low,Light Rain,4,4.0,MEDIUM,0.0,0.8466101694915255,0,1.0,212.8,42.4,1,255.2
B04935,BDC-BWN,2023-04-02,Sunday,4,1,OHE Maintenance,OHE Maintenance Special,Low,Clear,3,1.0,LOW,0.0,0.8582191780821918,0,1.0,181.9,-14.6,0,167.3
B12151,BND-VK,2023-04-02,Sunday,4,1,OHE Maintenance,OHE Maintenance Special,High,Clear,1,1.0,LOW,0.0,0.8582191780821918,0,0.0,123.0,29.3,1,152.3
